33.77134,-84.39618
33.77633,-84.38731
33.82390,-84.35626
33.68413,-84.40789
33.74260,-84.40352
33.69655,-84.40811
33.82066,-84.36009
33.75950,-84.37880
33.76460,-84.49305
33.69717,-84.40467
33.82064,-84.36755
33.78670,-84.39057
33.78669,-84.39194
33.78670,-84.39057
33.81215,-84.47968
33.70735,-84.38009
33.81966,-84.38850
33.81864,-84.38865
33.71829,-84.41184
33.69211,-84.51148
33.75905,-84.37546
33.81005,-84.40227
33.78681,-84.49296
33.74001,-84.30970
33.75465,-84.40281
33.78647,-84.38312
33.76071,-84.39469
33.70619,-84.47685
33.68021,-84.51590
33.82363,-84.34977
33.75352,-84.49536
33.78692,-84.49314
33.78453,-84.41478
33.74473,-84.40473
33.85177,-84.36990
33.76431,-84.39728
33.74326,-84.40823
33.85177,-84.36990
33.69214,-84.49019
33.75806,-84.40277
33.75148,-84.48809
33.75362,-84.49558
33.84584,-84.36933
33.84638,-84.39915
33.65692,-84.52128
33.80268,-84.40781
33.75438,-84.37870
33.75489,-84.36994
33.77242,-84.38884
33.74516,-84.39011
33.75923,-84.46919
33.75207,-84.39214
33.74485,-84.39005
33.77124,-84.38884
33.70124,-84.50320
33.74476,-84.33423
33.76476,-84.49282
33.81034,-84.36852
33.74279,-84.40364
33.65551,-84.51289
33.78992,-84.38778
33.84872,-84.36069
33.82412,-84.35622
33.76060,-84.38894
33.82101,-84.36974
33.72212,-84.39460
33.67290,-84.39585
33.77390,-84.33710
33.77390,-84.33710
33.75060,-84.39706
33.77370,-84.33083
33.77585,-84.40699
33.85343,-84.35471
33.76254,-84.35324
33.80180,-84.39187
33.83702,-84.37636
33.77101,-84.38895
33.75674,-84.34619
33.83125,-84.36805
33.75207,-84.39214
33.74104,-84.43995
33.78153,-84.39059
33.82564,-84.36308
33.78453,-84.41478
33.80942,-84.38108
33.77338,-84.47369
33.74632,-84.40611
33.84907,-84.43003
33.78699,-84.38371
33.79736,-84.35012
33.82753,-84.35471
33.78699,-84.38371
33.87815,-84.37979
33.76458,-84.45593
33.82753,-84.35471
33.76395,-84.36780
33.81590,-84.36663
33.81590,-84.36663
33.80299,-84.40065
33.79332,-84.38914
33.81966,-84.38850
33.80299,-84.40065
33.82064,-84.36324
33.77385,-84.40288
33.73934,-84.43403
33.82584,-84.36715
33.86439,-84.44976
33.77242,-84.38884
33.81104,-84.37147
33.75971,-84.38758
33.79709,-84.36899
33.75845,-84.39710
33.69033,-84.50020
33.74534,-84.34923
33.74397,-84.38777
33.80812,-84.36591
33.77689,-84.46900
33.75602,-84.36195
33.85058,-84.36197
33.81293,-84.36669
33.75230,-84.46786
33.77129,-84.38500
33.76431,-84.39728
33.74484,-84.34922
33.72565,-84.42809
33.74066,-84.41768
33.78928,-84.49361
33.77684,-84.38879
33.76221,-84.38416
33.75961,-84.50546
33.77229,-84.38735
33.82144,-84.36746
33.76136,-84.37203
33.86515,-84.43954
33.81950,-84.35199
33.81209,-84.35869
33.71821,-84.42430
33.72631,-84.39189
33.80059,-84.35213
33.70565,-84.46066
33.71821,-84.42520
33.74066,-84.41768
33.78623,-84.40698
33.82144,-84.36746
33.78668,-84.39120
33.78213,-84.49428
33.69319,-84.36682
33.77192,-84.42950
33.84514,-84.37031
33.79709,-84.36899
33.67674,-84.41485
33.78039,-84.38907
33.79010,-84.39501
33.65587,-84.51284
33.68845,-84.49328
33.81918,-84.36063
33.75806,-84.40277
33.69062,-84.51145
33.75699,-84.39267
33.71903,-84.33000
33.68845,-84.49328
33.87084,-84.38750
33.72212,-84.39460
33.78178,-84.37766
33.73070,-84.41782
33.84895,-84.36507
33.77224,-84.38491
33.75843,-84.38761
33.83631,-84.35799
33.74686,-84.37942
33.76136,-84.34726
33.82224,-84.40079
33.76813,-84.34952
33.76189,-84.32897
33.84793,-84.34950
33.76010,-84.37207
33.78636,-84.39067
33.76257,-84.37026
33.87202,-84.37225
33.75674,-84.34619
33.68972,-84.50763
33.80163,-84.39265
33.75048,-84.39599
33.77966,-84.41023
33.76223,-84.38602
33.75111,-84.43134
33.78157,-84.41115
33.78160,-84.40423
33.73393,-84.34958
33.79119,-84.39870
33.76051,-84.34506
33.83392,-84.39160
33.68229,-84.40739
33.81143,-84.36676
33.79790,-84.41612
33.85387,-84.36510
33.82649,-84.36279
33.77119,-84.38223
33.78151,-84.38917
33.85333,-84.38159
33.82028,-84.45188
33.79086,-84.40786
33.77380,-84.36236
33.68274,-84.40902
33.81843,-84.35165
33.74733,-84.31447
33.74937,-84.36808
33.73824,-84.41239
33.72395,-84.34944
33.74184,-84.39082
33.68841,-84.48742
33.80479,-84.39362
33.76352,-84.42723
33.78060,-84.38777
33.77914,-84.41116
33.82576,-84.36715
33.65692,-84.52128
33.69017,-84.51025
33.84935,-84.40725
33.78067,-84.38258
33.74497,-84.39036
33.74824,-84.38515
33.81132,-84.42658
33.78174,-84.36869
33.77848,-84.36975
33.76233,-84.35772
33.82149,-84.35941
33.75087,-84.40536
33.77127,-84.39010
33.79568,-84.38902
33.77124,-84.38884
33.77384,-84.34898
33.65722,-84.51029
33.75308,-84.32344
33.79235,-84.39142
33.81428,-84.44052
33.83399,-84.38410
33.81062,-84.37139
33.77250,-84.42524
33.73807,-84.41811
33.76387,-84.39477
33.84713,-84.36802
33.69926,-84.45734
33.71552,-84.34952
33.74497,-84.39036
33.74824,-84.38515
33.75461,-84.36414
33.77725,-84.38285
33.73707,-84.41408
33.69926,-84.45734
33.74516,-84.39011
33.73187,-84.41789
33.84907,-84.43003
33.82753,-84.35471
33.78178,-84.38047
33.85058,-84.36197
33.80968,-84.41271
33.81887,-84.45035
33.65806,-84.51051
33.73824,-84.41408
33.87561,-84.36518
33.72631,-84.41797
33.82212,-84.38706
33.77129,-84.39046
33.78681,-84.49296
33.77952,-84.38263
33.75699,-84.39267
33.74824,-84.38515
33.85988,-84.38156
33.77675,-84.37033
33.85058,-84.36197
33.70514,-84.45947
33.85400,-84.35806
33.78153,-84.39087
33.77127,-84.39010
33.73832,-84.41441
33.77127,-84.39010
33.76144,-84.39623
33.73805,-84.43532
33.84020,-84.37863
33.73231,-84.42081
33.75730,-84.38992
33.80985,-84.36036
33.80876,-84.36620
33.69009,-84.49617
33.73859,-84.42597
33.77698,-84.35672
33.69019,-84.50624
33.84847,-84.37410
33.75971,-84.38758
33.74824,-84.38515
33.78153,-84.38781
33.72596,-84.32261
33.73820,-84.40821
33.85166,-84.35744
33.74485,-84.39005
33.75634,-84.40279
33.78510,-84.37935
33.75686,-84.46887
33.77391,-84.36753
33.75237,-84.36204
33.71208,-84.41314
33.70441,-84.34951
33.82746,-84.38832
33.72142,-84.49593
33.76017,-84.37928
33.85400,-84.35806
33.80944,-84.41286
33.70453,-84.45690
33.77383,-84.35251
33.83698,-84.36808
33.76455,-84.38576
33.72201,-84.39509
33.65715,-84.52179
33.73880,-84.48012
33.81743,-84.35100
33.74627,-84.40657
33.74495,-84.39810
33.82596,-84.42439
33.76833,-84.34039
33.82861,-84.40686
33.81923,-84.40763
33.83705,-84.38143
33.75972,-84.38980
33.75843,-84.38761
33.76234,-84.48394
33.82489,-84.35852
33.79483,-84.41303
33.85545,-84.35422
33.76737,-84.38790
33.77367,-84.37088
33.76152,-84.38672
33.68073,-84.38329
33.84301,-84.37253
33.80879,-84.43377
33.80877,-84.43522
33.76217,-84.38879
33.76612,-84.38443
33.75421,-84.38294
33.74138,-84.36775
33.87489,-84.38070
33.75232,-84.38653
33.82085,-84.38892
33.80806,-84.39699
33.77127,-84.38742
33.79923,-84.41172
33.82499,-84.35958
33.75103,-84.44412
33.65297,-84.39334
33.68131,-84.41167
33.76014,-84.34915
33.76366,-84.40652
33.69033,-84.50020
33.75382,-84.49610
33.76466,-84.39189
33.69289,-84.51602
33.84907,-84.43003
33.77380,-84.35987
33.74365,-84.39437
33.70369,-84.40795
33.75581,-84.39002
33.75596,-84.39031
33.74534,-84.34923
33.75003,-84.40387
33.76213,-84.41648
33.76463,-84.33185
33.78998,-84.39059
33.75766,-84.37211
33.77585,-84.40699
33.77687,-84.47437
33.71194,-84.40422
33.76224,-84.39533
33.74809,-84.39358
33.68737,-84.51215
33.72001,-84.47228
33.84588,-84.38843
33.68961,-84.48907
33.66143,-84.35573
33.85302,-84.36278
33.77092,-84.39049
33.85366,-84.35953
33.80298,-84.38466
33.80180,-84.39187
33.82269,-84.35767
33.79939,-84.39260
33.75177,-84.48570
33.76188,-84.50797
33.76188,-84.50797
33.74104,-84.36815
33.77303,-84.41737
33.76226,-84.38902
33.75766,-84.37211
33.84394,-84.39557
33.78335,-84.38760
33.76099,-84.38905
33.71925,-84.40786
33.75967,-84.38420
33.78569,-84.36746
33.76464,-84.39614
33.75549,-84.38577
33.87706,-84.38741
33.76734,-84.38743
33.75790,-84.39351
33.80944,-84.41286
33.76371,-84.36936
33.76015,-84.38807
33.84290,-84.38649
33.78151,-84.38917
33.74889,-84.40453
33.76227,-84.39055
33.76783,-84.39610
33.77853,-84.38431
33.74208,-84.34924
33.73083,-84.35388
33.76010,-84.37207
33.71821,-84.42520
33.76198,-84.51751
33.73832,-84.41441
33.75662,-84.41752
33.81893,-84.35318
33.85037,-84.36340
33.80388,-84.41278
33.75230,-84.46786
33.87762,-84.38157
33.75971,-84.38758
33.71274,-84.38825
33.70559,-84.41315
33.76221,-84.38416
33.68081,-84.39492
33.82584,-84.36715
33.75317,-84.49453
33.81062,-84.37139
33.85366,-84.35953
33.73801,-84.42451
33.72314,-84.34892
33.75461,-84.36414
33.85185,-84.36959
33.76404,-84.41778
33.73581,-84.41910
33.82412,-84.35622
33.77376,-84.35873
33.77127,-84.38742
33.75699,-84.39267
33.74889,-84.40453
33.72658,-84.41825
33.76478,-84.38752
33.76342,-84.37380
33.67309,-84.39459
33.74550,-84.34923
33.71194,-84.40422
33.76286,-84.37405
33.80399,-84.42175
33.76084,-84.37158
33.76435,-84.38413
33.83399,-84.38410
33.78155,-84.40748
33.77595,-84.38145
33.78822,-84.36724
33.84847,-84.37410
33.75428,-84.36803
33.83923,-84.36960
33.74012,-84.31387
33.72212,-84.39927
33.76813,-84.34952
33.84823,-84.43195
33.81767,-84.36695
33.77129,-84.39206
33.70441,-84.34951
33.78527,-84.41206
33.84222,-84.42767
33.87442,-84.39793
33.78652,-84.49013
33.85581,-84.38265
33.78623,-84.40745
33.78437,-84.38222
33.82479,-84.35278
33.78178,-84.37766
33.82367,-84.35198
33.83318,-84.38371
33.78777,-84.41182
33.75147,-84.38538
33.77224,-84.38491
33.81812,-84.38119
33.77129,-84.38500
33.75166,-84.39433
33.77134,-84.39618
33.77129,-84.38500
33.76691,-84.43255
33.78155,-84.40748
33.76460,-84.49305
33.74801,-84.40514
33.76362,-84.47003
33.84676,-84.36212
33.75832,-84.38905
33.79184,-84.38777
33.73443,-84.38791
33.86559,-84.43929
33.72770,-84.40263
33.81010,-84.40724
33.74728,-84.30976
33.78928,-84.38260
33.78006,-84.40756
33.73772,-84.41793
33.78501,-84.38727
33.76221,-84.38416
33.75355,-84.39484
33.77888,-84.38685
33.83631,-84.38305
33.85379,-84.35973
33.77370,-84.33083
33.77253,-84.39835
33.71408,-84.39563
33.87121,-84.37931
33.69258,-84.49059
33.83995,-84.41635
33.83743,-84.37006
33.76048,-84.51183
33.74761,-84.34923
33.83107,-84.40651
33.74330,-84.36813
33.75007,-84.42159
33.83047,-84.36763
33.75795,-84.39129
33.75387,-84.39261
33.80078,-84.42702
33.75166,-84.46789
33.77671,-84.45898
33.77723,-84.46230
33.76099,-84.38756
33.77127,-84.38742
33.80243,-84.39284
33.74907,-84.41752
33.77360,-84.36371
33.77127,-84.38742
33.83035,-84.38602
33.84613,-84.42778
33.82793,-84.36726
33.77670,-84.35250
33.78666,-84.38433
33.78667,-84.38781
33.75762,-84.37893
33.78668,-84.39120
33.75438,-84.37870
33.80538,-84.41323
33.83689,-84.37394
33.77127,-84.39010
33.77955,-84.38727
33.78608,-84.49128
33.75547,-84.37214
33.73987,-84.32929
33.75734,-84.37180
33.67706,-84.40849
33.71323,-84.35847
33.74497,-84.39036
33.78843,-84.37743
33.72671,-84.32382
33.75437,-84.37830
33.74497,-84.39036
33.75438,-84.37887
33.74072,-84.51034
33.74538,-84.51518
33.72737,-84.53802
33.78840,-84.43659
33.77229,-84.38735
33.76782,-84.34903
33.82499,-84.35958
33.74669,-84.34924
33.75392,-84.49736
33.77111,-84.35953
33.84793,-84.34950
33.73801,-84.42050
33.69736,-84.40398
33.78581,-84.47277
33.74671,-84.36810
33.78178,-84.38047
33.77127,-84.38742
33.75674,-84.39257
33.76098,-84.39055
33.76999,-84.34902
33.82115,-84.45357
33.78442,-84.41924
33.81843,-84.35165
33.74208,-84.34924
33.82964,-84.38733
33.71415,-84.42373
33.80991,-84.39361
33.85765,-84.34931
33.76347,-84.41747
33.73101,-84.33335
33.78375,-84.35624
33.74855,-84.39153
33.75216,-84.38927
33.85581,-84.38265
33.78874,-84.40468
33.77111,-84.35953
33.84107,-84.38362
33.77345,-84.41612
33.87460,-84.35786
33.84847,-84.37410
33.74746,-84.33186
33.82367,-84.35198
33.80853,-84.40740
33.82568,-84.35285
33.75839,-84.38422
33.76485,-84.37194
33.77469,-84.36561
33.77450,-84.34179
33.82280,-84.37845
33.65109,-84.36662
33.76693,-84.38733
33.75769,-84.37433
33.74144,-84.41766
33.80078,-84.42702
33.75806,-84.40277
33.80145,-84.42560
33.77111,-84.35938
33.77317,-84.51499
33.84287,-84.37858
33.85745,-84.34853
33.79789,-84.37101
33.83732,-84.39792
33.82283,-84.38751
33.70053,-84.41905
33.78326,-84.38783
33.75017,-84.37668
33.76099,-84.38905
33.77585,-84.40699
33.81904,-84.46221
33.77107,-84.35252
33.77382,-84.35560
33.79669,-84.34903
33.77065,-84.35252
33.75461,-84.41555
33.74869,-84.38629
33.76401,-84.38898
33.81232,-84.39228
33.78155,-84.40748
33.67287,-84.39351
33.76099,-84.38905
33.82361,-84.36727
33.76400,-84.39184
33.75461,-84.41555
33.78649,-84.38216
33.79177,-84.38920
33.79978,-84.39232
33.84578,-84.36489
33.76247,-84.34883
33.75972,-84.38980
33.79732,-84.38921
33.67349,-84.38341
33.81092,-84.36890
33.75938,-84.37836
33.74746,-84.33324
33.82064,-84.36755
33.73820,-84.40821
33.84934,-84.36640
33.79235,-84.39142
33.79630,-84.39369
33.73838,-84.42336
33.78670,-84.39057
33.77002,-84.40469
33.75103,-84.44412
33.78154,-84.39161
33.80735,-84.39517
33.78664,-84.39327
33.77129,-84.39046
33.78159,-84.39480
33.77367,-84.37088
33.77126,-84.38991
33.73824,-84.41239
33.75961,-84.50546
33.74348,-84.40341
33.79709,-84.36899
33.74773,-84.34162
33.76094,-84.38418
33.78456,-84.38628
33.79423,-84.38779
33.78494,-84.40705
33.74185,-84.39150
33.70583,-84.45771
33.77258,-84.37904
33.76363,-84.41374
33.80400,-84.47354
33.78997,-84.39452
33.77092,-84.39049
33.76368,-84.42962
33.82964,-84.38733
33.75766,-84.37211
33.77387,-84.47361
33.78596,-84.47351
33.74737,-84.30996
33.77383,-84.35350
33.68128,-84.40770
33.77494,-84.34898
33.78595,-84.47260
33.76765,-84.38893
33.83947,-84.36927
33.77296,-84.36414
33.85123,-84.42185
33.65580,-84.36612
33.68413,-84.40789
33.77853,-84.38431
33.77568,-84.34960
33.84907,-84.43003
33.74053,-84.41671
33.73714,-84.45075
33.78135,-84.38925
33.82243,-84.36735
33.76352,-84.42723
33.82243,-84.36735
33.80757,-84.36610
33.79235,-84.39142
33.71618,-84.37203
33.83942,-84.37984
33.75699,-84.39267
33.78787,-84.37695
33.83966,-84.35811
33.72287,-84.39280
33.77285,-84.38149
33.79162,-84.39147
33.76634,-84.34916
33.79162,-84.39147
33.78668,-84.39084
33.76343,-84.40294
33.76452,-84.49280
33.79460,-84.36621
33.75478,-84.41372
33.69258,-84.49059
33.84676,-84.36212
33.74001,-84.30970
33.74072,-84.31311
33.74014,-84.34537
33.85190,-84.36942
33.82564,-84.36308
33.68112,-84.39837
33.74279,-84.41393
33.79252,-84.39153
33.74497,-84.39036
33.78406,-84.41206
33.78807,-84.36753
33.75352,-84.39970
33.73624,-84.38900
33.82064,-84.36755
33.74075,-84.39454
33.81767,-84.36695
33.82363,-84.37111
33.75786,-84.34875
33.75510,-84.49652
33.75578,-84.46910
33.76614,-84.38760
33.79000,-84.39764
33.83988,-84.36959
33.84862,-84.36634
33.82039,-84.39217
33.76454,-84.34959
33.71906,-84.48818
33.86490,-84.43967
33.78547,-84.47259
33.82144,-84.36746
33.71832,-84.42580
33.78051,-84.40903
33.80338,-84.40779
33.75883,-84.39006
33.75558,-84.46807
33.77153,-84.47816
33.83705,-84.38143
33.78912,-84.40052
33.74015,-84.34569
33.75454,-84.38960
33.76206,-84.39568
33.71107,-84.44411
33.68744,-84.39976
33.75103,-84.44412
33.72450,-84.34971
33.76223,-84.38602
